,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
2400,Voltage Pictures,0,en,35.815,2022-05-12,5950199,95,6.4,962,US,False,US,"Action,Thriller",2022
2401,Samsa Film,0,fr,120.657,2024-01-10,0,100,5.0,52,BE,False,LU,Drama,2024
2402,Amazon Studios,80000000,en,31.873,2023-04-05,90100000,111,7.3,1966,US,False,US,"Drama,History",2023
2403,Indiestory,0,ko,32.348,2022-05-17,0,105,7.2,90,KR,False,KR,Documentary,2022
2404,PASTEL,0,en,46.173,2022-10-21,7834405,101,7.648,1451,US,False,US,Drama,2022
2405,UM Group,1000000,uk,62.464,2022-05-03,881,120,7.7,767,UA,False,UA,"War,Action,Drama",2022
2406,Ace Entertainment Films,0,en,45.451,2023-06-22,107398,88,5.821,14,US,False,US,"Adventure,Family",2023
2407,Ghost Corps,100000000,en,84.273,2024-03-20,201967521,115,6.525,1673,US,Ghostbusters Collection,US,"Fantasy,Adventure,Comedy",2024
2408,New Line Cinema,38500000,en,110.684,2023-09-06,269670590,110,6.728,2094,US,The Nun Collection,US,Horror,2023
2409,Broken Open Pictures,18000000,en,147.209,2024-02-09,7021101,113,7.2,1192,AU,False,US,"Action,War,Thriller",2024
2410,Universal Pictures,30000000,en,98.969,2024-08-22,0,126,6.435,354,US,False,US,"Action,Thriller,Crime",2024
2411,Big Beach,0,en,55.322,2024-01-19,0,107,7.6,57,US,False,US,Drama,2024
2412,Brookstreet Pictures,963703,en,139.095,2024-03-15,0,114,6.96,328,US,False,US,"Action,Crime,Thriller",2024
2413,Kingdom Story Company,13000000,en,59.683,2024-02-22,20571534,118,7.766,244,US,False,US,Drama,2024
2414,Suzanne Todd Productions,0,en,139.611,2024-07-11,0,92,6.869,389,US,Descendants Collection,US,"Fantasy,Adventure,Family,Comedy",2024
2415,Electromagnetic Productions,30000000,en,615.396,2024-10-31,3854594,112,5.8,283,US,False,US,"Action,Crime,Thriller",2024
2416,FilmNation Entertainment,20000000,en,311.354,2024-10-25,76443243,120,7.038,989,US,False,US,Drama,2024
2417,Aggregate Films,8800000,en,75.952,2024-05-16,5101673,116,6.836,1134,US,False,US,"Comedy,Romance,Crime",2024
2418,Blumhouse Television,0,en,32.514,2023-09-28,0,105,6.855,889,US,False,US,"Comedy,Horror,Science Fiction",2023
2419,Why Not Productions,26885000,fr,421.741,2024-08-21,9784656,132,7.546,976,FR,False,FR,"Drama,Thriller",2024
2420,Paramount Pictures,0,en,58.872,2023-04-07,0,95,5.725,40,US,False,US,"Horror,Thriller,Action",2023
2421,BCDF Pictures,0,en,33.132,2023-12-08,0,98,6.209,148,US,False,US,"Romance,Comedy,Drama",2023
2422,Picomedia,20000000,en,157.048,2024-09-07,361507,116,6.75,98,FR,False,IT,"History,Drama,Adventure",2024
2423,Blueprint Pictures,12600000,en,40.874,2024-02-23,27219729,100,6.949,423,GB,False,GB,"Comedy,Drama,Mystery",2024
2424,Walt Disney Pictures,200000000,en,120.609,2023-06-14,496444308,102,7.622,4639,US,False,US,"Animation,Comedy,Family,Fantasy,Romance",2023
2425,Rectangle Productions,19000000,en,66.782,2024-09-25,578924,105,5.016,31,FR,False,FR,"Drama,Romance",2024
2426,Anton Capital Entertainment,0,en,181.585,2024-10-10,525704,103,6.31,353,GB,False,GB,"Action,Thriller,Crime",2024
2427,Full Time Studio,0,fr,56.857,2023-11-15,0,103,5.742,99,FR,False,FR,"Adventure,Horror,Drama",2023
2428,Master Mind,14000000,ja,63.095,2023-11-10,24094016,124,7.777,1317,JP,False,JP,Drama,2023
2429,Tin Hat Productions,0,en,42.181,2022-05-13,0,80,5.5,57,US,False,GB,"War,Action,History",2022
2430,Nickel City Pictures,0,en,45.35,2024-03-21,0,112,7.039,342,AU,False,US,"Mystery,Thriller,Crime,Drama",2024
2431,Lionsgate,14500000,en,332.353,2024-09-20,0,92,6.2,183,US,False,US,"Horror,Thriller",2024
2432,Marza Animation Planet,0,en,48.529,2022-05-24,0,6,7.1,53,US,False,JP,"Animation,Action,Family,Comedy,Science Fiction",2022
2433,Zentropa International Berlin,8500000,da,36.138,2023-10-05,2119043,127,7.763,361,DK,False,DE,"Action,Drama,History",2023
2434,The Asylum,0,en,45.695,2022-05-20,0,86,5.8,37,US,Top Gunner Collection,US,"Action,Thriller",2022
2435,PlayStation Productions,60000000,en,90.496,2023-08-09,121700000,135,7.8,2805,US,False,US,"Adventure,Action,Drama",2023
2436,Navesink River Productions,0,en,42.173,2023-10-06,0,127,7.0,34,US,False,US,"Drama,History",2023
2437,Premiere Entertainment Group,0,en,35.83,2023-11-24,0,98,6.3,67,US,False,US,"Action,Thriller,Crime",2023
2438,Fantefilm,6600000,no,39.507,2023-12-25,3637940,109,6.7,78,NO,False,NO,"War,Drama",2023
2439,Fredagsfilm,8500,no,47.029,2022-06-03,0,80,6.5,280,NO,False,NO,"Horror,Thriller",2022
2440,Creativ Studios,0,en,43.135,2023-01-02,0,88,6.3,58,GB,False,GB,Horror,2023
2441,Premiere Entertainment Group,0,en,45.212,2023-12-14,0,93,6.6,103,US,False,US,"Action,Thriller",2023
2442,TF1 Studio,0,fr,92.252,2024-03-28,0,107,6.2,446,FR,False,FR,Action,2024
2443,Tea Shop Productions,3000000,en,103.774,2022-08-11,17363261,102,7.151,3996,US,Fall Collection,GB,Thriller,2022
2444,Roth-Kirschenbaum Films,0,en,50.614,2024-06-27,0,114,5.8,590,US,False,US,"Romance,Comedy",2024
2445,Nostromo Pictures,0,es,87.81,2023-06-23,0,110,6.592,863,ES,Through My Window Collection,ES,"Romance,Drama,Comedy",2023
2446,ICM Partners,0,en,31.443,2024-08-09,0,91,5.8,19,US,False,US,"Romance,Comedy",2024
2447,A24,0,en,94.709,2024-08-24,1169365,112,7.2,154,US,False,US,"Comedy,Drama",2024
2448,EOTA,0,ja,53.388,2024-07-26,0,91,7.2,31,JP,Mononoke the Movie Collection,JP,"Animation,Fantasy,Mystery,Horror",2024
2449,Wishart Media,0,cn,33.053,2023-01-16,159959,130,6.4,160,CN,False,CN,Action,2023
2450,Storytellers Film & TV,0,nl,73.779,2024-04-11,0,91,4.3,17,NL,False,NL,"Action,Drama,Thriller",2024
2451,Paramount Pictures,5000,en,42.545,2022-07-15,0,84,6.2,149,US,False,US,"Horror,Thriller",2022
2452,Film4 Productions,5000000,en,36.341,2023-12-22,14864960,105,7.457,768,US,False,GB,"Romance,Drama,Fantasy",2023
2453,Forajido Audiovisual,0,es,38.333,2023-10-03,0,27,6.0,2,AR,False,MX,"Comedy,Crime,Thriller",2023
2454,Mahal Empire,0,en,224.325,2024-06-25,0,96,5.131,42,US,False,US,"Action,Science Fiction,Thriller,Comedy,Horror",2024
2455,Capstone Pictures,0,en,42.443,2023-04-12,0,93,6.6,161,NL,False,US,"Action,Crime,Mystery,Thriller",2023
2456,Gloria Sanchez Productions,0,en,54.152,2025-01-29,0,109,0.0,0,US,False,US,Comedy,2025
2457,Destination Films,0,en,34.917,2022-08-16,0,96,6.2,148,US,Sniper Collection,US,"Action,Thriller,Mystery",2022
2458,Monumental Pictures,30000000,en,43.303,2024-04-11,51001975,122,6.705,521,GB,False,US,"Music,History,Drama",2024
2459,Happy Madison Productions,0,en,31.99,2023-08-18,0,103,6.437,423,US,False,US,Comedy,2023
2460,Pan-Européenne,17000000,fr,327.656,2024-07-31,0,100,6.5,136,BE,Largo Winch Collection,FR,"Action,Adventure,Thriller",2024
2461,VideoFilmes,1480000,pt,112.555,2024-09-19,13566374,137,7.8,192,BR,False,BR,"Drama,History",2024
2462,Agat Films & Cie / Ex Nihilo,6790000,fr,188.429,2024-05-01,0,95,6.8,28,BE,False,FR,"Thriller,Drama",2024
2463,Let Me Be,0,fr,107.324,2024-06-04,0,104,5.961,1229,FR,False,FR,"Action,Horror",2024
2464,Steven Paul Production,0,en,55.619,2022-08-12,0,106,6.7,281,US,False,US,"Science Fiction,Mystery,Thriller",2022
2465,Sanai Pictures,0,ko,54.641,2024-08-05,0,100,7.0,124,KR,False,KR,"Action,Comedy",2024
2466,Marvel Studios,0,en,68.947,2026-04-29,0,0,0.0,0,US,False,US,Science Fiction,2026
2467,Marvel Studios,0,en,39.375,2027-05-05,0,0,0.0,0,US,False,US,Science Fiction,2027
2468,EON Productions,0,en,46.336,2024-08-01,0,113,6.2,24,GB,False,GB,"Action,Crime,Thriller",2024
2469,Dylan Clark Productions,47000000,en,607.675,2024-12-05,0,120,6.926,1778,US,False,US,"Thriller,Action",2024
2470,Hillin Entertainment,0,en,37.414,2023-07-14,0,93,6.3,262,US,False,US,"Action,Mystery,Thriller,Horror",2023
2471,The Asylum,0,en,31.375,2022-08-01,0,86,5.6,63,US,False,US,Action,2022
2472,Causeway Films,4500000,en,83.366,2023-07-26,92000000,95,7.162,3067,AU,Talk to Me Collection,AU,Horror,2023
2473,Tri-State Pictures,40000000,en,62.779,2024-06-19,36110860,116,6.741,771,US,False,US,"Crime,Drama",2024
2474,Nickelodeon Animation Studio,0,en,38.237,2024-02-07,0,83,6.6,37,US,False,US,"Animation,Family,Adventure,Comedy",2024
2475,Artists Road,0,en,60.074,2024-08-22,0,92,6.2,259,US,False,US,Comedy,2024
2476,Yale Productions,0,en,59.812,2024-09-12,0,95,5.7,13,US,False,US,"Action,Crime,Thriller",2024
2477,Pokeepsie Films,0,es,549.577,2023-06-08,0,117,7.878,3445,ES,Fault Collection,ES,"Romance,Drama",2023
2478,Fifth Element Productions,8500000,en,64.987,2024-05-15,48166448,91,5.784,452,US,The Strangers (Remake) Collection,US,"Horror,Thriller",2024
2479,Gaumont,0,fr,31.966,2023-11-01,0,114,6.065,436,FR,False,FR,"Action,Comedy,Drama",2023
2480,Columbia Pictures,0,en,35.549,2025-05-28,0,0,0.0,0,US,The Karate Kid Collection,US,"Action,Drama,Family",2025
2481,DreamWorks Animation,80000000,en,257.278,2024-03-02,548040835,94,7.09,2916,US,Kung Fu Panda Collection,US,"Animation,Family,Fantasy,Action",2024
2482,Paramount Pictures,0,en,50.577,2024-01-17,0,92,5.5,37,US,False,US,"Mystery,Thriller",2024
2483,Production I.G,5000000,ja,56.231,2024-02-16,100255784,85,7.5,162,JP,Haikyu!! Final,JP,"Animation,Drama",2024
2484,Fruit Tree,0,en,325.776,2024-11-01,9814110,90,6.9,293,US,False,US,"Comedy,Drama",2024
2485,Universal 1440 Entertainment,0,en,32.19,2022-11-15,0,102,6.339,596,US,R.I.P.D. Collection,US,"Fantasy,Action,Comedy",2022
2486,KADOKAWA,0,ja,165.917,2024-09-20,7614966,134,7.7,34,JP,Overlord Collection,JP,"Action,Adventure,Animation,Fantasy",2024
2487,GulfStream Pictures,0,en,66.766,2024-02-07,0,105,7.214,849,US,False,US,"Romance,Comedy",2024
2488,Secret Engine,0,en,55.632,2024-09-21,0,101,5.491,114,US,False,US,"Horror,Thriller",2024
2489,Voltage Pictures,25000000,en,62.019,2023-04-04,6850036,96,6.692,797,US,Beautiful Disaster Collection,US,"Romance,Drama,Comedy",2023
2490,Climax Studios,0,ko,31.84,2021-08-13,0,75,0.0,0,KR,False,KR,Romance,2021
2491,Jaaz Multimedia,6700000,bn,56.595,2023-08-25,7100000,107,6.5,159,US,False,BD,"Action,Drama,Thriller",2023
2492,A24,3500000,en,203.345,2024-09-05,3165361,95,5.2,70,US,False,US,Horror,2024
2493,BA Entertainment,0,ko,41.451,2024-04-24,83703350,109,6.777,110,KR,The Roundup Collection,KR,"Action,Crime,Drama,Thriller,Comedy",2024
2494,Aniplex,0,ja,31.909,2016-07-06,0,11,7.4,57,JP,False,JP,"Animation,Drama,Fantasy",2016
2495,Future Artists Entertainment,0,en,43.969,2024-04-04,0,101,6.4,153,GB,False,GB,"Romance,Comedy",2024
2496,Motion Picture Corporation of America,0,en,40.117,2024-03-14,0,94,6.2,438,US,False,US,"Romance,Comedy,Fantasy",2024
2497,The Apartment Pictures,20000000,en,35.392,2023-10-27,30140906,113,6.8,814,US,False,IT,"Drama,Romance",2023
2498,Einar Film,0,no,43.203,2024-02-09,105046,98,6.0,127,NO,False,NO,"Horror,Drama,Mystery",2024
2499,K-Dragon,0,ko,36.755,2022-11-17,0,104,6.5,4,KR,False,KR,Fantasy,2022
2500,Walt Disney Pictures,200000000,en,479.502,2024-06-11,1698778437,97,7.569,5420,US,Inside Out Collection,US,"Animation,Adventure,Comedy,Family",2024
2501,Walt Disney Pictures,175000000,en,109.823,2023-11-13,254997360,95,6.32,1535,US,False,US,"Animation,Family,Fantasy,Adventure",2023
2502,NEON,0,en,149.193,2024-12-27,7125,83,7.0,32,GB,False,US,"Thriller,Documentary,Science Fiction",2024
2503,A24,1000000,en,60.352,2024-07-04,22057160,104,6.363,933,US,X Collection,US,"Horror,Mystery",2024
2504,Paramount Pictures,0,en,62.139,2023-09-01,0,91,6.504,139,US,False,US,"Action,Thriller",2023
2505,South Australian Film Corporation,0,en,46.824,2023-10-26,12480,94,6.041,133,AU,False,AU,"Horror,Mystery,Science Fiction,Thriller",2023
2506,Black Filmes,0,pt,39.32,2024-05-28,0,110,5.97,148,BR,False,BR,"Science Fiction,Action,Adventure",2024
2507,WestEnd Films,10000000,en,32.633,2023-12-22,1697993,109,6.6,103,US,False,GB,Drama,2023
2508,Nickel City Pictures,0,en,70.19,2024-04-19,0,98,5.8,55,US,False,US,"Action,Crime,Thriller",2024
2509,Point Grey Pictures,4000000,en,102.084,2024-01-18,1430985,93,6.458,726,US,False,US,"Thriller,Comedy,Drama",2024
2510,Black Swan Tales,0,en,33.236,2024-01-18,0,94,7.1,74,GR,False,BE,"Horror,Thriller",2024
2511,Open Mind Production,0,pl,89.127,2024-01-05,15348026,130,6.1,158,PL,Kleks Academy: Collection,PL,"Fantasy,Adventure,Family",2024
2512,Facing East Entertainment,0,en,49.013,2023-10-06,0,106,6.521,420,IE,False,CN,"Action,Thriller",2023
2513,Czech Anglo Pictures,0,cs,37.835,2022-11-17,0,133,6.926,34,CZ,Princezna zakletá v čase (kolekce),CZ,"Family,Fantasy,Comedy",2022
2514,Orion Pictures,23200000,en,52.801,2024-12-13,1149816,140,6.5,16,US,False,US,Drama,2024
2515,"Exit 10 Films, LLC",0,en,103.723,2022-10-07,0,88,5.4,122,US,False,US,"Thriller,Action,Horror",2022
2516,C2 Motion Picture Group,12000000,en,451.038,2024-09-27,631272,86,6.0,189,US,False,US,"Action,Horror,Thriller",2024
2517,Atom Cinema,0,zh,32.263,2024-06-28,0,105,4.3,3,TW,False,TW,Drama,2024
2518,Miramax,4000000,en,170.503,2024-08-22,3504687,97,7.0,357,US,False,US,"Crime,Horror,Thriller",2024
2519,Karen Kingsbury Productions,0,en,84.279,2024-04-02,5937306,118,7.4,66,US,False,US,"Romance,Drama",2024
2520,Municipal Pictures,0,en,109.673,2023-12-14,0,118,7.248,1438,US,The Family Plan Collection,US,"Action,Comedy",2023
2521,Searchlight Pictures,15000000,en,59.97,2024-05-30,16398509,164,6.6,892,US,False,US,"Drama,Comedy",2024
2522,Bowfinger,0,es,43.823,2024-07-17,14668098,99,6.935,77,ES,Father There Is Only One Collection,ES,"Family,Comedy",2024
2523,Blinding Edge Pictures,30000000,en,85.321,2024-07-31,82677281,105,6.401,1867,US,False,US,"Crime,Thriller,Horror,Mystery",2024
2524,华文映像影视传媒有限公司,0,zh,40.923,2024-10-01,51706251,123,3.3,12,CN,False,CN,"Action,Adventure,Science Fiction",2024
2525,Cineverse,2000000,en,403.815,2024-10-09,89771811,125,6.88,1416,US,Terrifier Collection,US,"Horror,Thriller",2024
2526,Lyrical Media,18000000,en,850.024,2024-11-07,3300000,91,6.3,376,US,False,US,"Action,Science Fiction,Thriller",2024
2527,Cognetti Films,0,en,38.373,2023-10-24,0,98,6.43,115,US,Hell House LLC Collection,US,"Horror,Mystery",2023
2528,T-Street,3000000,en,84.694,2024-03-15,455708,112,7.136,132,US,False,US,Comedy,2024
2529,L'Atelier Animation,0,en,31.47,2022-11-09,0,70,5.8,117,US,False,CA,"Animation,Comedy,Family",2022
2530,The Apartment Pictures,0,en,91.642,2024-11-27,504938,122,6.8,160,US,False,IT,"Drama,Music",2024
2531,New Line Cinema,0,en,57.617,2025-09-04,0,0,0.0,0,US,The Conjuring Collection,US,Horror,2025
2532,Mattel Television,0,en,38.919,2023-10-05,0,94,6.854,82,CA,Monster High (Live-Action) Collection,US,"Fantasy,Science Fiction,Action,Adventure",2023
2533,DreamWorks Animation,70000000,en,53.234,2023-06-28,46247409,91,7.2,986,US,False,US,"Animation,Family,Fantasy,Comedy",2023
2534,Electric Motion Pictures,1500000,en,104.86,2022-10-06,0,90,6.065,23,CA,False,CA,War,2022
2535,Disney Concerts,0,en,31.958,2022-12-28,0,45,7.0,158,US,False,US,"Music,Documentary",2022
2536,Black Bear Pictures,9000000,en,118.962,2024-03-20,35340015,89,6.238,1317,US,False,US,"Horror,Mystery,Thriller",2024
2537,Kaos Entertainment,0,en,47.246,2024-06-14,0,94,5.6,37,US,False,US,"Science Fiction,Thriller,Horror",2024
2538,Imagine Entertainment,0,en,37.612,2024-09-07,0,120,8.1,6,US,False,US,"Thriller,Drama",2024
2539,Millennium Media,35954590,en,664.498,2024-12-11,0,104,6.307,166,US,False,US,"Action,Drama,Thriller,War",2024
2540,Atelier de Production,6700000,fr,38.637,2024-02-07,3829263,77,6.2,258,FR,False,FR,"Comedy,Fantasy",2024
2541,An Attitude Production,0,zh,53.123,2023-10-06,91608950,134,7.267,204,TW,False,TW,"Crime,Drama,Thriller",2023
2542,TMS Entertainment,0,ja,59.534,2023-04-14,106771806,110,6.9,106,JP,Detective Conan Collection,JP,"Animation,Action,Crime,Mystery",2023
2543,AGC Studios,0,en,137.502,2024-10-03,209307,99,6.6,146,US,False,US,"Crime,Thriller,Action",2024
2544,STXfilms,0,en,90.427,2024-07-18,0,112,6.682,357,US,My Spy Collection,US,"Action,Comedy",2024
2545,VMI WorldWide,5000000,en,82.017,2024-05-07,0,108,6.6,157,US,False,US,Action,2024
2546,ChampDog Films,0,en,63.635,2023-04-28,0,82,6.2,42,US,False,GB,Action,2023
2547,TOHO,0,ja,56.857,2023-06-02,0,125,8.0,604,JP,False,JP,"Mystery,Thriller,Drama",2023
2548,BATS,0,en,35.644,2023-06-06,0,80,6.4,32,US,False,CA,Horror,2023
2549,Zurich Avenue,5000000,en,46.268,2024-06-21,12537071,98,7.0,209,US,False,CH,"Action,Comedy,Adventure",2024
2550,Highland Film Group,0,en,339.488,2024-04-12,859453,92,6.125,573,US,False,US,"Action,Horror,Thriller,Science Fiction",2024
2551,Edith Productions,0,en,65.429,2024-01-19,0,103,6.4,489,US,False,US,"Comedy,Mystery,Science Fiction",2024
2552,Tripictures,0,es,48.561,2023-09-15,0,105,6.3,124,ES,False,ES,"Drama,Action,Thriller",2023
2553,BONES,0,ja,33.12,2019-02-13,0,3,6.2,33,JP,False,JP,"Animation,Action",2019
2554,Lupa Filmes,0,pt,39.501,2024-10-03,0,91,6.0,24,BR,False,BR,"Horror,Drama",2024
2555,Spotted Productions,0,ja,125.287,2021-10-03,0,71,6.0,3,JP,False,JP,"Romance,Drama",2021
2556,Mythri Movie Makers,0,ta,78.512,2022-12-09,0,0,0.0,0,IN,False,IN,,2022
2557,SSB Films,0,ru,84.833,2023-02-14,0,109,6.455,66,RU,False,RU,Drama,2023
2558,Artists Equity,0,en,52.975,2024-08-02,11098,102,6.201,432,US,False,US,"Crime,Comedy,Action",2024
2559,Fremantle,53400000,en,224.032,2024-11-27,3865730,136,7.2,135,US,False,US,"Drama,Romance",2024
2560,nWave Pictures,0,en,56.14,2023-09-01,311198,90,6.4,43,BE,False,BE,"Animation,Adventure,Comedy,Family",2023
2561,Palari Films,0,id,77.35,2023-02-09,0,118,6.2,34,ID,False,ID,"Drama,Romance,Fantasy",2023
2562,TOHO,0,ja,45.202,2023-07-28,0,129,7.483,121,JP,Kingdom Collection,JP,"Action,Adventure,War",2023
2563,DC Studios,0,en,65.941,2025-07-09,0,0,0.0,0,US,False,US,"Action,Adventure,Science Fiction",2025
2564,Tyler Perry Studios,0,en,156.867,2024-12-06,0,130,7.741,355,US,False,US,"Drama,War,History",2024
2565,Horipro,0,ja,54.595,2024-04-24,0,105,6.5,206,JP,False,JP,Action,2024
2566,Blumhouse Productions,12000000,en,80.896,2024-08-28,12977758,84,5.983,326,US,False,US,"Horror,Science Fiction,Thriller",2024
2567,WIT STUDIO,5000000,ja,84.475,2023-12-22,59256423,110,7.1,491,JP,False,JP,"Animation,Comedy,Adventure,Action",2023
2568,Capstone Studios,0,en,179.759,2024-10-24,0,92,6.4,706,US,False,US,"Horror,Thriller",2024
2569,My Box Films,0,fr,31.661,2023-12-27,2110014,106,6.7,397,FR,False,FR,"Horror,Thriller",2023
2570,Millennium Media,4400000,en,191.212,2024-08-15,262793,105,6.7,574,US,False,US,"Science Fiction,Thriller",2024
2571,Cre Film,6000000,en,610.937,2024-10-14,33516549,139,7.0,844,US,False,US,"Romance,Comedy,Drama",2024
2572,Iervolino & Lady Bacardi Entertainment,0,en,66.118,2024-06-27,0,88,5.585,47,US,False,IT,"Action,Thriller",2024
2573,Arenamedia,4350000,en,844.764,2024-10-17,1189972,94,7.676,108,AU,False,AU,"Animation,Drama,Comedy",2024
2574,Jump Film and Television,0,en,136.464,2024-03-14,692018,119,6.2,112,AU,False,NZ,"Action,Drama",2024
2575,Fernando Trueba PC,0,en,39.299,2024-08-23,271682,128,5.9,11,ES,False,ES,"Romance,Thriller",2024
2576,Woo Films,0,es,39.511,2024-09-12,0,131,6.7,56,MX,False,MX,"Drama,Mystery,Thriller,Fantasy,Western",2024
2577,Electromagnetic Productions,15000000,en,65.087,2023-11-16,46553280,106,6.539,1258,US,Thanksgiving Collection,US,"Horror,Mystery,Thriller",2023
2578,Atomic Monster,15000000,en,31.975,2024-01-03,54768317,98,5.6,649,US,False,US,Horror,2024
2579,Olive Bridge Entertainment,25000000,en,134.053,2023-12-21,214891370,103,6.92,2371,US,False,US,"Romance,Comedy",2023
2580,Lanistar Media,0,tr,48.609,2023-02-03,0,0,7.3,90,TR,False,TR,"Romance,Comedy,Drama",2023
2581,China Film Group Corporation,0,zh,31.493,2002-01-01,0,0,0.0,0,CN,False,CN,Drama,2002
2582,Film4 Productions,0,en,34.323,2023-11-02,1216642,91,6.3,364,GB,False,GB,Drama,2023
2583,Moho Film,0,ko,99.733,2024-10-02,0,126,7.1,148,KR,False,KR,"Action,Drama,History",2024
2584,Tranquillibrium Entertainment,0,en,681.024,2024-03-08,0,96,4.0,8,US,False,US,Action,2024
2585,Happy Madison Productions,0,en,81.857,2023-11-17,0,102,7.45,1189,US,Leo Collection,US,"Animation,Comedy,Family",2023
2586,Proton Cinema,0,hu,42.624,2023-10-05,0,151,7.1,18,HU,False,HU,Drama,2023
2587,Pixar,0,en,65.593,2023-06-15,0,9,7.5,409,US,False,US,"Animation,Adventure,Family,Comedy",2023
2588,Operator Films (US),0,en,41.825,2023-06-30,0,125,7.3,293,US,False,US,"War,Action,Drama",2023
2589,Huaqiang Fangte Animation,0,zh,32.775,2023-01-22,220210000,94,7.0,10,CN,Boonie Bears Collection,CN,"Animation,Comedy,Science Fiction,Family,Adventure",2023
2590,Nordisk Film Denmark,7500000,da,40.727,2024-02-01,0,126,5.9,32,DK,Department Q Collection,DK,"Thriller,Crime",2024
2591,Third Man Entertainment,0,zh,73.025,2024-07-12,0,102,6.4,4,TW,False,TW,"Romance,Fantasy,Drama",2024
2592,Voltage Pictures,0,en,61.261,2025-01-22,0,93,8.0,3,US,False,US,"Romance,Drama",2025
2593,Columbia Pictures,25000000,en,182.719,2024-08-07,350993761,131,7.1,1349,US,False,US,"Drama,Romance",2024
2594,Angel Studios,25000000,en,84.674,2024-11-20,12165702,132,6.9,25,BE,False,US,"History,Drama,War",2024
2595,Paramount Pictures,0,en,39.687,2023-01-07,0,75,6.0,41,US,False,US,Western,2023
2596,Jagged Edge Productions,500000,en,145.818,2024-03-26,7582541,93,6.0,325,GB,Winnie-the-Pooh (Horror) Collection,GB,"Horror,Thriller",2024
2597,MS Productions Magdalena Szwedkowicz,0,pl,38.361,2023-09-26,0,140,7.904,291,PL,False,PL,"Drama,Romance",2023
2598,Riff Raff Entertainment,20000000,en,49.654,2024-12-05,1970445,116,6.662,139,US,False,GB,"Crime,Drama,Thriller",2024
2599,Capcom,0,ja,59.822,2023-06-22,53929,91,7.3,998,JP,Resident Evil (Animated) Collection,JP,"Animation,Action,Horror",2023
2600,BoulderLight Pictures,10000000,en,168.771,2025-01-22,0,97,7.7,10,US,False,US,"Horror,Science Fiction,Thriller",2025
2601,Walt Disney Animation Studios,0,en,31.378,2025-11-26,0,0,0.0,0,US,Zootopia Collection,US,"Animation,Comedy,Family",2025
2602,Chapter 2,46000000,fr,276.783,2024-06-28,75360860,178,8.078,1313,FR,False,FR,"Action,Adventure,Drama",2024
2603,Phase 4 Productions,3500000,fr,214.839,2024-04-24,864825,111,6.1,120,BE,False,FR,"Thriller,Horror,Crime,Mystery",2024
2604,Eastern International Pictures Group,0,zh,33.757,2023-04-21,0,101,5.8,37,CN,False,CN,"Animation,Adventure,Action,Comedy,Fantasy",2023
2605,Aniplex,0,ja,51.21,2023-12-01,2050242,75,7.6,41,JP,Rascal Does Not Dream Collection,JP,"Animation,Drama,Fantasy",2023
2606,Blinding Edge Pictures,30000000,en,88.026,2024-06-06,51147812,102,6.458,1137,US,False,US,"Fantasy,Horror,Mystery",2024
